[ 2023-12-30 03:03:25,342 ] root - INFO - calling Csv file
[ 2023-12-30 03:03:30,126 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/>
[ 2023-12-30 03:03:33,305 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/>
[ 2023-12-30 03:03:37,752 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/>
[ 2023-12-30 03:03:40,991 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/>
[ 2023-12-30 03:03:43,923 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/>
[ 2023-12-30 03:03:47,084 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/>
[ 2023-12-30 03:03:50,841 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/>
[ 2023-12-30 03:03:54,153 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/>
[ 2023-12-30 03:03:58,551 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/>
[ 2023-12-30 03:04:01,860 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/>
[ 2023-12-30 03:04:07,275 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/>
[ 2023-12-30 03:04:10,802 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/>
[ 2023-12-30 03:04:14,587 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/>
[ 2023-12-30 03:04:19,006 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/>
[ 2023-12-30 03:04:23,548 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/>
[ 2023-12-30 03:04:26,723 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/>
[ 2023-12-30 03:04:32,197 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/>
[ 2023-12-30 03:04:35,344 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/>
[ 2023-12-30 03:04:40,005 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/>
[ 2023-12-30 03:04:42,757 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/>
[ 2023-12-30 03:04:46,251 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/>
[ 2023-12-30 03:04:50,708 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/>
[ 2023-12-30 03:04:55,231 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/>
[ 2023-12-30 03:04:58,165 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/>
[ 2023-12-30 03:05:02,912 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/>
[ 2023-12-30 03:05:07,188 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/>
[ 2023-12-30 03:05:11,294 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/>
[ 2023-12-30 03:05:14,220 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/>
[ 2023-12-30 03:05:17,818 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/>
[ 2023-12-30 03:05:20,484 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/>
[ 2023-12-30 03:05:24,076 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/>
[ 2023-12-30 03:05:27,974 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/>
[ 2023-12-30 03:05:31,728 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/>
[ 2023-12-30 03:05:35,257 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/>
[ 2023-12-30 03:05:39,380 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/>
[ 2023-12-30 03:05:43,531 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/>
[ 2023-12-30 03:05:46,770 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/>
[ 2023-12-30 03:05:51,314 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/>
[ 2023-12-30 03:05:55,056 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/>
[ 2023-12-30 03:05:58,293 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/>
[ 2023-12-30 03:06:01,089 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/>
[ 2023-12-30 03:06:04,395 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/>
[ 2023-12-30 03:06:08,881 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/>
[ 2023-12-30 03:06:12,030 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/>
[ 2023-12-30 03:06:15,185 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/>
[ 2023-12-30 03:06:18,436 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/>
[ 2023-12-30 03:06:21,177 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/>
[ 2023-12-30 03:06:24,805 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/>
[ 2023-12-30 03:06:28,039 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/>
[ 2023-12-30 03:06:31,683 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/>
[ 2023-12-30 03:06:35,336 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/>
[ 2023-12-30 03:06:40,855 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/>
[ 2023-12-30 03:06:45,501 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/>
[ 2023-12-30 03:06:48,490 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/>
[ 2023-12-30 03:06:52,671 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/>
[ 2023-12-30 03:06:56,843 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/>
[ 2023-12-30 03:07:00,711 ] root - INFO - Data extraction successful for link<https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/>
